# DatScan(filename: C:\Users\dgpor\Dropbox\Python\ExamplePeaks\387283.dat, namespace: 170, associations: 12)
# 387283.dat
# eta,roi1_sum,error
18.8205, -1.0, 1.4142135623730951
18.8305, -2.0, 1.7320508075688772
18.8405, 0.0, 1.0
18.8505, -1.0, 1.4142135623730951
18.8605, -2.0, 1.7320508075688772
18.8705, -2.0, 1.7320508075688772
18.8805, -2.0, 1.7320508075688772
18.8905, -2.0, 1.7320508075688772
18.9005, -1.0, 1.4142135623730951
18.9105, -2.0, 1.7320508075688772
18.9205, -1.0, 1.4142135623730951
18.9305, -2.0, 1.7320508075688772
18.9405, -2.0, 1.7320508075688772
18.9505, -2.0, 1.7320508075688772
18.9605, -2.0, 1.7320508075688772
18.9705, -2.0, 1.7320508075688772
18.9805, 0.0, 1.0
18.9905, -2.0, 1.7320508075688772
19.0005, 0.0, 1.0
19.0105, -2.0, 1.7320508075688772
19.0205, -1.0, 1.4142135623730951
19.0305, -1.0, 1.4142135623730951
19.0405, 2.0, 1.7320508075688772
19.0505, -1.0, 1.4142135623730951
19.0605, 0.0, 1.0
19.0705, 9.0, 3.1622776601683795
19.0805, 2.0, 1.7320508075688772
19.0905, 6.0, 2.6457513110645907
19.1005, 14.0, 3.872983346207417
19.1105, 8.0, 3.0
19.1205, 12.0, 3.605551275463989
19.1305, 11.0, 3.4641016151377544
19.1405, 14.0, 3.872983346207417
19.1505, 18.0, 4.358898943540674
19.1605, 13.0, 3.7416573867739413
19.1705, 9.0, 3.1622776601683795
19.1805, 19.0, 4.47213595499958
19.1905, 10.0, 3.3166247903554
19.2005, 6.0, 2.6457513110645907
19.2105, 6.0, 2.6457513110645907
19.2205, 2.0, 1.7320508075688772
19.2305, 1.0, 1.4142135623730951
19.2405, 3.0, 2.0
19.2505, 1.0, 1.4142135623730951
19.2605, 0.0, 1.0
19.2705, 0.0, 1.0
19.2805, -1.0, 1.4142135623730951
19.2905, -2.0, 1.7320508075688772
19.3005, -2.0, 1.7320508075688772
19.3105, -1.0, 1.4142135623730951
19.3205, -1.0, 1.4142135623730951
19.3305, -2.0, 1.7320508075688772
19.3405, -2.0, 1.7320508075688772
19.3505, -1.0, 1.4142135623730951
19.3605, -2.0, 1.7320508075688772
19.3705, -1.0, 1.4142135623730951
19.3805, 0.0, 1.0
19.3905, -2.0, 1.7320508075688772
19.4005, -2.0, 1.7320508075688772
19.4105, -2.0, 1.7320508075688772
19.4205, -2.0, 1.7320508075688772
