# HdfScan(filename: C:\Users\dgpor\OneDrive - Diamond Light Source Ltd\I16\Nexus_Format\example_nexus\794936.nxs, namespace: 7, associations: 13)
# 794936.nxs
# eta,roi2_sum,error
29.710626822876122, 5318.0, 72.9314746868593
29.720626822876113, 5962.0, 77.22046360907191
29.73062682287612, 6518.0, 80.7403244977378
29.740626822876123, 7254.0, 85.17628778010932
29.750626822876114, 8362.0, 91.44943958275523
29.76062682287612, 9263.0, 96.24967532412772
29.770626822876125, 10797.0, 103.91342550411858
29.780626822876116, 12880.0, 113.49449325848369
29.79062682287612, 14991.0, 122.44182292011173
29.800626822876126, 17684.0, 132.984961555809
29.810626822876117, 21432.0, 146.40013661195812
29.82062682287612, 26032.0, 161.3474511729268
29.830626822876113, 32342.0, 179.84159696799847
29.840626822876118, 41510.0, 203.7424845239696
29.850626822876123, 53888.0, 232.14004393899816
29.860626822876114, 71343.0, 267.1029763967448
29.87062682287612, 90397.0, 300.662601598536
29.880626822876124, 112852.0, 335.93600581063055
29.890626822876115, 141926.0, 376.7320002335878
29.90062682287612, 192216.0, 438.42559231869666
29.910626822876125, 270224.0, 519.8317035349037
29.920626822876116, 386625.0, 621.7925699137937
29.93062682287612, 538713.0, 733.9713890881578
29.940626822876112, 749589.0, 865.7886578143653
29.950626822876117, 1221430.0, 1105.183695138505
29.960626822876122, 1825195.0, 1350.9981495176075
29.970626822876113, 2511030.0, 1584.6232990840442
29.98062682287612, 3127356.0, 1768.4334875815941
29.990626822876123, 3750828.0, 1936.7057081549588
30.000626822876114, 4843611.0, 2200.820755990819
30.01062682287612, 6041209.0, 2457.887304169986
30.020626822876125, 7439549.0, 2727.5538491476204
30.030626822876116, 8071311.0, 2841.005455820175
30.04062682287612, 8524588.0, 2919.6898807921366
30.050626822876126, 6436668.0, 2537.0591242617897
30.060626822876117, 4120881.0, 2029.9955664976217
30.07062682287612, 2897107.0, 1702.0893043550916
30.080626822876113, 2217241.0, 1489.040630741821
30.090626822876118, 1744894.0, 1320.9447376783028
30.100626822876123, 1341811.0, 1158.3660906639145
30.110626822876114, 1043612.0, 1021.5737858813724
30.12062682287612, 835030.0, 913.8003064127304
30.130626822876124, 667964.0, 817.2912577533177
30.140626822876115, 543453.0, 737.1933260685422
30.15062682287612, 449913.0, 670.7562895717043
30.160626822876125, 377206.0, 614.1718000690034
30.170626822876116, 318530.0, 564.385506546722
30.18062682287612, 268862.0, 518.5200092571163
30.190626822876112, 223638.0, 472.9048530095668
30.200626822876117, 184194.0, 429.1794496478134
30.210626822876122, 154874.0, 393.54161152284775
30.220626822876113, 129776.0, 360.24574945445227
30.23062682287612, 109563.0, 331.00453169103287
30.240626822876123, 93726.0, 306.14865670128296
30.250626822876114, 80027.0, 282.8922056190308
30.26062682287612, 68273.0, 261.2929390550001
30.270626822876125, 58491.0, 241.85119391890544
30.280626822876116, 51025.0, 225.8893534454424
30.29062682287612, 43827.0, 209.35137926462295
30.300626822876126, 36857.0, 191.98437436416538
30.310626822876117, 34072.0, 184.58873205046942
