# HdfScan(filename: C:\Users\dgpor\OneDrive - Diamond Light Source Ltd\I16\Nexus_Format\example_nexus\794933.nxs, namespace: 7, associations: 13)
# 794933.nxs
# eta,roi2_sum,error
29.710626822876122, 17540.0, 132.4424403278647
29.720626822876113, 17527.0, 132.39335330748293
29.73062682287612, 17979.0, 134.08952233489387
29.740626822876123, 19231.0, 138.67948658687772
29.750626822876114, 21014.0, 144.96551314019484
29.76062682287612, 22011.0, 148.36441621898427
29.770626822876125, 24916.0, 157.851195750935
29.780626822876116, 27894.0, 167.01796310576896
29.79062682287612, 31878.0, 178.5469126028227
29.800626822876126, 38148.0, 195.3176899310454
29.810626822876117, 45778.0, 213.96027668705236
29.82062682287612, 59044.0, 242.99176940793694
29.830626822876113, 81023.0, 284.64714999451513
29.840626822876118, 118093.0, 343.64807579848315
29.850626822876123, 148862.0, 385.8276817440656
29.860626822876114, 199308.0, 446.44036555849203
29.87062682287612, 254059.0, 504.04364890354486
29.880626822876124, 359931.0, 599.9433306571547
29.890626822876115, 514713.0, 717.4357114055587
29.90062682287612, 776488.0, 881.1861324374096
29.910626822876125, 938431.0, 968.7269997269613
29.920626822876116, 1031475.0, 1015.6160691915031
29.93062682287612, 1163189.0, 1078.5128650136724
29.940626822876112, 1400565.0, 1183.4551111047685
29.950626822876117, 1899458.0, 1378.2086199120945
29.960626822876122, 2513993.0, 1585.5579459609794
29.970626822876113, 3325010.0, 1823.4612691252864
29.98062682287612, 3836280.0, 1958.642642239773
29.990626822876123, 3921144.0, 1980.1881223762555
30.000626822876114, 3959025.0, 1989.730132455153
30.01062682287612, 3713910.0, 1927.1510060189887
30.020626822876125, 3342802.0, 1828.3333941051342
30.030626822876116, 2908266.0, 1705.3641839794807
30.04062682287612, 2351639.0, 1533.5057874034908
30.050626822876126, 1828841.0, 1352.3468489999154
30.060626822876117, 1450888.0, 1204.5285384747012
30.07062682287612, 1172506.0, 1082.8236236802372
30.080626822876113, 923509.0, 960.9942767779629
30.090626822876118, 722372.0, 849.9252908344356
30.100626822876123, 580041.0, 761.6048844381186
30.110626822876114, 467907.0, 684.0380106397597
30.12062682287612, 375712.0, 612.9543212997197
30.130626822876124, 308190.0, 555.1495294062672
30.140626822876115, 259759.0, 509.6665576629489
30.15062682287612, 222431.0, 471.6269712389231
30.160626822876125, 189758.0, 435.61336067664405
30.170626822876116, 163083.0, 403.83660061960705
30.18062682287612, 140569.0, 374.9266594948937
30.190626822876112, 117111.0, 342.21630586516477
30.200626822876117, 98007.0, 313.0622941205153
30.210626822876122, 82607.0, 287.41607470703514
30.220626822876113, 69035.0, 262.7470266244701
30.23062682287612, 58693.0, 242.26844615013323
30.240626822876123, 50117.0, 223.87049827969742
30.250626822876114, 43004.0, 207.37646925338467
30.26062682287612, 37012.0, 192.38762953994728
30.270626822876125, 32445.0, 180.12773245672082
30.280626822876116, 27655.0, 166.30093204789924
30.29062682287612, 24230.0, 155.66309774638304
30.300626822876126, 21154.0, 145.4475850607359
30.310626822876117, 18140.0, 134.68852957843143
